participant_label,lottery_id,ce_observed
5e9ffa9ee172201b04f1a4c6,lottery_2,-42.0
5e9ffa9ee172201b04f1a4c6,lottery_9,173.0
5e9ffa9ee172201b04f1a4c6,lottery_3,6.5
5e9ffa9ee172201b04f1a4c6,lottery_7,76.0
5e9ffa9ee172201b04f1a4c6,lottery_8,110.0
5e9ffa9ee172201b04f1a4c6,lottery_14,20.0
5e9ffa9ee172201b04f1a4c6,lottery_4,96.0
5e9ffa9ee172201b04f1a4c6,lottery_10,15.5
5e9ffa9ee172201b04f1a4c6,lottery_13,3.5
5e9ffa9ee172201b04f1a4c6,lottery_12,7.0
5e9ffa9ee172201b04f1a4c6,lottery_1,8.5
5e9ffa9ee172201b04f1a4c6,lottery_5,29.5
5e9ffa9ee172201b04f1a4c6,lottery_6,70.0
5e9ffa9ee172201b04f1a4c6,lottery_11,8.0
696c14c4c7de2d012b0911cb,lottery_1,-1.0
696c14c4c7de2d012b0911cb,lottery_6,4.5
696c14c4c7de2d012b0911cb,lottery_11,24.0
696c14c4c7de2d012b0911cb,lottery_2,2.5
696c14c4c7de2d012b0911cb,lottery_3,6.5
696c14c4c7de2d012b0911cb,lottery_4,3.0
696c14c4c7de2d012b0911cb,lottery_9,3.0
696c14c4c7de2d012b0911cb,lottery_5,0.5
696c14c4c7de2d012b0911cb,lottery_12,2.5
696c14c4c7de2d012b0911cb,lottery_8,1.0
696c14c4c7de2d012b0911cb,lottery_13,12.5
696c14c4c7de2d012b0911cb,lottery_7,-4.0
696c14c4c7de2d012b0911cb,lottery_14,2.5
696c14c4c7de2d012b0911cb,lottery_10,1.5
6151e69a392433707e7a9dfb,lottery_2,41.5
6151e69a392433707e7a9dfb,lottery_1,37.0
6151e69a392433707e7a9dfb,lottery_8,1.0
6151e69a392433707e7a9dfb,lottery_11,28.0
6151e69a392433707e7a9dfb,lottery_14,7.0
6151e69a392433707e7a9dfb,lottery_9,27.0
6151e69a392433707e7a9dfb,lottery_6,4.5
6151e69a392433707e7a9dfb,lottery_4,3.0
6151e69a392433707e7a9dfb,lottery_10,10.5
6151e69a392433707e7a9dfb,lottery_3,-47.0
6151e69a392433707e7a9dfb,lottery_12,34.0
6151e69a392433707e7a9dfb,lottery_13,-1.0
6151e69a392433707e7a9dfb,lottery_5,263.5
6151e69a392433707e7a9dfb,lottery_7,-4.0
58954e2dc88c680001dd4b7e,lottery_3,1.0
58954e2dc88c680001dd4b7e,lottery_8,74.0
58954e2dc88c680001dd4b7e,lottery_13,17.5
58954e2dc88c680001dd4b7e,lottery_12,2.5
58954e2dc88c680001dd4b7e,lottery_1,13.5
58954e2dc88c680001dd4b7e,lottery_6,14.0
58954e2dc88c680001dd4b7e,lottery_11,4.0
58954e2dc88c680001dd4b7e,lottery_14,7.0
58954e2dc88c680001dd4b7e,lottery_4,96.0
58954e2dc88c680001dd4b7e,lottery_2,19.0
58954e2dc88c680001dd4b7e,lottery_5,108.0
58954e2dc88c680001dd4b7e,lottery_9,-9.0
58954e2dc88c680001dd4b7e,lottery_7,92.0
58954e2dc88c680001dd4b7e,lottery_10,10.5
6352fb64b16cb5ae7fa86ae7,lottery_2,-9.0
6352fb64b16cb5ae7fa86ae7,lottery_12,-15.5
6352fb64b16cb5ae7fa86ae7,lottery_8,-615.5
6352fb64b16cb5ae7fa86ae7,lottery_10,-12.5
6352fb64b16cb5ae7fa86ae7,lottery_6,-199.5
6352fb64b16cb5ae7fa86ae7,lottery_3,-14.5
6352fb64b16cb5ae7fa86ae7,lottery_9,-457.0
6352fb64b16cb5ae7fa86ae7,lottery_4,-100.0
6352fb64b16cb5ae7fa86ae7,lottery_13,-24.0
6352fb64b16cb5ae7fa86ae7,lottery_5,20.0
6352fb64b16cb5ae7fa86ae7,lottery_1,-10.5
6352fb64b16cb5ae7fa86ae7,lottery_11,-16.0
6352fb64b16cb5ae7fa86ae7,lottery_14,-15.0
6352fb64b16cb5ae7fa86ae7,lottery_7,92.0
60b610d8c3c4f177c8337729,lottery_1,-5.5
60b610d8c3c4f177c8337729,lottery_12,-15.5
60b610d8c3c4f177c8337729,lottery_6,98.0
60b610d8c3c4f177c8337729,lottery_14,-10.5
60b610d8c3c4f177c8337729,lottery_5,98.0
60b610d8c3c4f177c8337729,lottery_3,-14.5
60b610d8c3c4f177c8337729,lottery_2,-31.0
60b610d8c3c4f177c8337729,lottery_10,1.5
60b610d8c3c4f177c8337729,lottery_11,-16.0
60b610d8c3c4f177c8337729,lottery_9,-360.0
60b610d8c3c4f177c8337729,lottery_13,-5.5
60b610d8c3c4f177c8337729,lottery_8,292.0
60b610d8c3c4f177c8337729,lottery_7,124.0
60b610d8c3c4f177c8337729,lottery_4,241.5
5ba0181462e04c0001f76d2b,lottery_3,-19.5
5ba0181462e04c0001f76d2b,lottery_6,-32.5
5ba0181462e04c0001f76d2b,lottery_1,-5.5
5ba0181462e04c0001f76d2b,lottery_14,-6.0
5ba0181462e04c0001f76d2b,lottery_4,-79.5
5ba0181462e04c0001f76d2b,lottery_10,1.5
5ba0181462e04c0001f76d2b,lottery_5,-87.0
5ba0181462e04c0001f76d2b,lottery_2,-20.0
5ba0181462e04c0001f76d2b,lottery_7,-85.0
5ba0181462e04c0001f76d2b,lottery_8,-162.5
5ba0181462e04c0001f76d2b,lottery_11,-12.0
5ba0181462e04c0001f76d2b,lottery_12,2.5
5ba0181462e04c0001f76d2b,lottery_13,3.5
5ba0181462e04c0001f76d2b,lottery_9,3.0
6783ebc2e89b75d66d952f41,lottery_1,-34.5
6783ebc2e89b75d66d952f41,lottery_4,-317.0
6783ebc2e89b75d66d952f41,lottery_13,-1.0
6783ebc2e89b75d66d952f41,lottery_2,-25.5
6783ebc2e89b75d66d952f41,lottery_3,-4.5
6783ebc2e89b75d66d952f41,lottery_7,124.0
6783ebc2e89b75d66d952f41,lottery_9,-130.0
6783ebc2e89b75d66d952f41,lottery_5,-19.0
6783ebc2e89b75d66d952f41,lottery_14,-2.0
6783ebc2e89b75d66d952f41,lottery_8,-235.0
6783ebc2e89b75d66d952f41,lottery_12,-6.5
6783ebc2e89b75d66d952f41,lottery_6,-115.5
6783ebc2e89b75d66d952f41,lottery_10,-17.0
6783ebc2e89b75d66d952f41,lottery_11,0.0
69793552fb8b0de1941cb6dd,lottery_3,46.5
69793552fb8b0de1941cb6dd,lottery_7,897.0
69793552fb8b0de1941cb6dd,lottery_5,390.0
69793552fb8b0de1941cb6dd,lottery_13,44.5
69793552fb8b0de1941cb6dd,lottery_8,746.0
69793552fb8b0de1941cb6dd,lottery_9,815.0
69793552fb8b0de1941cb6dd,lottery_6,330.5
69793552fb8b0de1941cb6dd,lottery_2,58.0
69793552fb8b0de1941cb6dd,lottery_4,490.0
69793552fb8b0de1941cb6dd,lottery_1,41.5
69793552fb8b0de1941cb6dd,lottery_11,40.0
69793552fb8b0de1941cb6dd,lottery_12,34.0
69793552fb8b0de1941cb6dd,lottery_14,42.0
69793552fb8b0de1941cb6dd,lottery_10,42.5
6978c9de12be2c3293c32576,lottery_3,16.5
6978c9de12be2c3293c32576,lottery_13,35.5
6978c9de12be2c3293c32576,lottery_5,-301.0
6978c9de12be2c3293c32576,lottery_8,-53.0
6978c9de12be2c3293c32576,lottery_2,-25.5
6978c9de12be2c3293c32576,lottery_6,-199.5
6978c9de12be2c3293c32576,lottery_12,-20.0
6978c9de12be2c3293c32576,lottery_9,-299.5
6978c9de12be2c3293c32576,lottery_11,-16.0
6978c9de12be2c3293c32576,lottery_1,-24.5
6978c9de12be2c3293c32576,lottery_7,-165.0
6978c9de12be2c3293c32576,lottery_4,-203.5
6978c9de12be2c3293c32576,lottery_14,-19.5
6978c9de12be2c3293c32576,lottery_10,-12.5
5cf510ccb0bafb00161ffd56,lottery_2,47.0
5cf510ccb0bafb00161ffd56,lottery_12,-15.5
5cf510ccb0bafb00161ffd56,lottery_14,20.0
5cf510ccb0bafb00161ffd56,lottery_10,10.5
5cf510ccb0bafb00161ffd56,lottery_9,-81.5
5cf510ccb0bafb00161ffd56,lottery_1,18.0
5cf510ccb0bafb00161ffd56,lottery_7,124.0
5cf510ccb0bafb00161ffd56,lottery_5,195.0
5cf510ccb0bafb00161ffd56,lottery_13,17.5
5cf510ccb0bafb00161ffd56,lottery_3,21.5
5cf510ccb0bafb00161ffd56,lottery_11,20.0
5cf510ccb0bafb00161ffd56,lottery_6,-181.0
5cf510ccb0bafb00161ffd56,lottery_8,201.0
5cf510ccb0bafb00161ffd56,lottery_4,-255.0
67665f7b0329bd3e30515ad2,lottery_1,27.5
67665f7b0329bd3e30515ad2,lottery_12,25.0
67665f7b0329bd3e30515ad2,lottery_3,31.5
67665f7b0329bd3e30515ad2,lottery_7,382.0
67665f7b0329bd3e30515ad2,lottery_4,397.0
67665f7b0329bd3e30515ad2,lottery_10,-7.5
67665f7b0329bd3e30515ad2,lottery_8,328.0
67665f7b0329bd3e30515ad2,lottery_6,60.5
67665f7b0329bd3e30515ad2,lottery_5,195.0
67665f7b0329bd3e30515ad2,lottery_13,12.5
67665f7b0329bd3e30515ad2,lottery_14,20.0
67665f7b0329bd3e30515ad2,lottery_9,403.0
67665f7b0329bd3e30515ad2,lottery_11,24.0
67665f7b0329bd3e30515ad2,lottery_2,25.0
641362db1483990abb1a4c9a,lottery_2,13.5
641362db1483990abb1a4c9a,lottery_10,10.5
641362db1483990abb1a4c9a,lottery_11,8.0
641362db1483990abb1a4c9a,lottery_6,14.0
641362db1483990abb1a4c9a,lottery_12,11.5
641362db1483990abb1a4c9a,lottery_3,11.5
641362db1483990abb1a4c9a,lottery_4,34.0
641362db1483990abb1a4c9a,lottery_1,13.5
641362db1483990abb1a4c9a,lottery_8,55.5
641362db1483990abb1a4c9a,lottery_13,8.0
641362db1483990abb1a4c9a,lottery_5,20.0
641362db1483990abb1a4c9a,lottery_9,64.0
641362db1483990abb1a4c9a,lottery_14,11.0
641362db1483990abb1a4c9a,lottery_7,92.0
5be1fe1eca095c0001ba077a,lottery_3,-24.5
5be1fe1eca095c0001ba077a,lottery_10,-7.5
5be1fe1eca095c0001ba077a,lottery_1,-10.5
5be1fe1eca095c0001ba077a,lottery_6,42.0
5be1fe1eca095c0001ba077a,lottery_4,-494.0
5be1fe1eca095c0001ba077a,lottery_7,-181.0
5be1fe1eca095c0001ba077a,lottery_9,-505.0
5be1fe1eca095c0001ba077a,lottery_14,-32.5
5be1fe1eca095c0001ba077a,lottery_5,-564.0
5be1fe1eca095c0001ba077a,lottery_11,36.0
5be1fe1eca095c0001ba077a,lottery_13,35.5
5be1fe1eca095c0001ba077a,lottery_12,-24.5
5be1fe1eca095c0001ba077a,lottery_2,-9.0
5be1fe1eca095c0001ba077a,lottery_8,-271.0
5c8b065abd96ce0001947d1b,lottery_2,19.0
5c8b065abd96ce0001947d1b,lottery_7,172.0
5c8b065abd96ce0001947d1b,lottery_5,98.0
5c8b065abd96ce0001947d1b,lottery_9,342.0
5c8b065abd96ce0001947d1b,lottery_6,98.0
5c8b065abd96ce0001947d1b,lottery_4,96.0
5c8b065abd96ce0001947d1b,lottery_11,8.0
5c8b065abd96ce0001947d1b,lottery_1,8.5
5c8b065abd96ce0001947d1b,lottery_14,11.0
5c8b065abd96ce0001947d1b,lottery_10,10.5
5c8b065abd96ce0001947d1b,lottery_3,11.5
5c8b065abd96ce0001947d1b,lottery_13,12.5
5c8b065abd96ce0001947d1b,lottery_12,11.5
5c8b065abd96ce0001947d1b,lottery_8,437.0
5c5cad3e4ee81200018eafe2,lottery_3,11.5
5c5cad3e4ee81200018eafe2,lottery_5,-77.0
5c5cad3e4ee81200018eafe2,lottery_7,124.0
5c5cad3e4ee81200018eafe2,lottery_1,-10.5
5c5cad3e4ee81200018eafe2,lottery_10,-12.5
5c5cad3e4ee81200018eafe2,lottery_12,-6.5
5c5cad3e4ee81200018eafe2,lottery_2,19.0
5c5cad3e4ee81200018eafe2,lottery_11,-12.0
5c5cad3e4ee81200018eafe2,lottery_4,117.0
5c5cad3e4ee81200018eafe2,lottery_6,107.5
5c5cad3e4ee81200018eafe2,lottery_14,20.0
5c5cad3e4ee81200018eafe2,lottery_13,-10.5
5c5cad3e4ee81200018eafe2,lottery_8,310.0
5c5cad3e4ee81200018eafe2,lottery_9,234.0
66fad26e4b07f6149ceb136d,lottery_3,-19.5
66fad26e4b07f6149ceb136d,lottery_9,-239.0
66fad26e4b07f6149ceb136d,lottery_14,-10.5
66fad26e4b07f6149ceb136d,lottery_12,-11.0
66fad26e4b07f6149ceb136d,lottery_13,-10.5
66fad26e4b07f6149ceb136d,lottery_7,-133.0
66fad26e4b07f6149ceb136d,lottery_5,-204.0
66fad26e4b07f6149ceb136d,lottery_6,-69.5
66fad26e4b07f6149ceb136d,lottery_1,8.5
66fad26e4b07f6149ceb136d,lottery_2,-9.0
66fad26e4b07f6149ceb136d,lottery_11,0.0
66fad26e4b07f6149ceb136d,lottery_8,-507.0
66fad26e4b07f6149ceb136d,lottery_10,1.5
66fad26e4b07f6149ceb136d,lottery_4,-152.0
5e70bd5480f43a0009625d4c,lottery_3,1.0
5e70bd5480f43a0009625d4c,lottery_7,28.0
5e70bd5480f43a0009625d4c,lottery_4,44.5
5e70bd5480f43a0009625d4c,lottery_2,2.5
5e70bd5480f43a0009625d4c,lottery_1,18.0
5e70bd5480f43a0009625d4c,lottery_8,1.0
5e70bd5480f43a0009625d4c,lottery_6,32.5
5e70bd5480f43a0009625d4c,lottery_14,24.5
5e70bd5480f43a0009625d4c,lottery_10,15.5
5e70bd5480f43a0009625d4c,lottery_13,3.5
5e70bd5480f43a0009625d4c,lottery_5,98.0
5e70bd5480f43a0009625d4c,lottery_11,4.0
5e70bd5480f43a0009625d4c,lottery_9,-21.0
5e70bd5480f43a0009625d4c,lottery_12,11.5
682b3f63d0e2c4eff64fe664,lottery_3,1.0
682b3f63d0e2c4eff64fe664,lottery_9,197.5
682b3f63d0e2c4eff64fe664,lottery_10,-3.0
682b3f63d0e2c4eff64fe664,lottery_6,218.5
682b3f63d0e2c4eff64fe664,lottery_5,390.0
682b3f63d0e2c4eff64fe664,lottery_8,383.0
682b3f63d0e2c4eff64fe664,lottery_7,414.0
682b3f63d0e2c4eff64fe664,lottery_11,-4.0
682b3f63d0e2c4eff64fe664,lottery_14,-6.0
682b3f63d0e2c4eff64fe664,lottery_1,-1.0
682b3f63d0e2c4eff64fe664,lottery_2,-9.0
682b3f63d0e2c4eff64fe664,lottery_12,-15.5
682b3f63d0e2c4eff64fe664,lottery_13,-19.5
682b3f63d0e2c4eff64fe664,lottery_4,490.0
68123a73ba06c472ccd5edb8,lottery_2,-3.0
68123a73ba06c472ccd5edb8,lottery_4,283.0
68123a73ba06c472ccd5edb8,lottery_3,16.5
68123a73ba06c472ccd5edb8,lottery_13,12.5
68123a73ba06c472ccd5edb8,lottery_6,135.5
68123a73ba06c472ccd5edb8,lottery_1,18.0
68123a73ba06c472ccd5edb8,lottery_12,11.5
68123a73ba06c472ccd5edb8,lottery_7,92.0
68123a73ba06c472ccd5edb8,lottery_11,-8.0
68123a73ba06c472ccd5edb8,lottery_5,195.0
68123a73ba06c472ccd5edb8,lottery_8,346.0
68123a73ba06c472ccd5edb8,lottery_9,270.0
68123a73ba06c472ccd5edb8,lottery_14,24.5
68123a73ba06c472ccd5edb8,lottery_10,-7.5
5b673490e89b0d0001a885e7,lottery_2,58.0
5b673490e89b0d0001a885e7,lottery_9,815.0
5b673490e89b0d0001a885e7,lottery_10,42.5
5b673490e89b0d0001a885e7,lottery_13,44.5
5b673490e89b0d0001a885e7,lottery_4,490.0
5b673490e89b0d0001a885e7,lottery_1,41.5
5b673490e89b0d0001a885e7,lottery_3,46.5
5b673490e89b0d0001a885e7,lottery_14,42.0
5b673490e89b0d0001a885e7,lottery_7,897.0
5b673490e89b0d0001a885e7,lottery_6,330.5
5b673490e89b0d0001a885e7,lottery_8,746.0
5b673490e89b0d0001a885e7,lottery_12,34.0
5b673490e89b0d0001a885e7,lottery_5,390.0
5b673490e89b0d0001a885e7,lottery_11,40.0
629f6b8c65fcae219e245284_copy1,lottery_3,-3.6224
629f6b8c65fcae219e245284_copy1,lottery_2,-12.3071
629f6b8c65fcae219e245284_copy1,lottery_7,471.3123
629f6b8c65fcae219e245284_copy1,lottery_8,-520.5909
629f6b8c65fcae219e245284_copy1,lottery_11,-16.4484
629f6b8c65fcae219e245284_copy1,lottery_9,-534.9493
629f6b8c65fcae219e245284_copy1,lottery_4,-281.4744
629f6b8c65fcae219e245284_copy1,lottery_6,254.9435
629f6b8c65fcae219e245284_copy1,lottery_12,-20.0428
629f6b8c65fcae219e245284_copy1,lottery_5,-154.4064
629f6b8c65fcae219e245284_copy1,lottery_1,-17.6256
629f6b8c65fcae219e245284_copy1,lottery_14,-26.0633
629f6b8c65fcae219e245284_copy1,lottery_13,-37.3277
629f6b8c65fcae219e245284_copy1,lottery_10,31.9421
631610af8e747093cd90e00d_copy1,lottery_2,14.9867
631610af8e747093cd90e00d_copy1,lottery_14,4.8604
631610af8e747093cd90e00d_copy1,lottery_12,3.4403
631610af8e747093cd90e00d_copy1,lottery_5,-21.9308
631610af8e747093cd90e00d_copy1,lottery_6,41.9347
631610af8e747093cd90e00d_copy1,lottery_3,0.8562
631610af8e747093cd90e00d_copy1,lottery_13,-1.4825
631610af8e747093cd90e00d_copy1,lottery_9,-1.2109
631610af8e747093cd90e00d_copy1,lottery_10,-9.3092
631610af8e747093cd90e00d_copy1,lottery_11,-8.3523
631610af8e747093cd90e00d_copy1,lottery_1,2.3435
631610af8e747093cd90e00d_copy1,lottery_8,-165.8675
631610af8e747093cd90e00d_copy1,lottery_7,250.3036
631610af8e747093cd90e00d_copy1,lottery_4,5.9367
61166b2cec63d8ea49e36aac_copy1,lottery_3,-3.3113
61166b2cec63d8ea49e36aac_copy1,lottery_14,-0.9273
61166b2cec63d8ea49e36aac_copy1,lottery_2,3.8104
61166b2cec63d8ea49e36aac_copy1,lottery_11,-4.9266
61166b2cec63d8ea49e36aac_copy1,lottery_9,-18.2222
61166b2cec63d8ea49e36aac_copy1,lottery_7,-113.7982
61166b2cec63d8ea49e36aac_copy1,lottery_4,14.8057
61166b2cec63d8ea49e36aac_copy1,lottery_1,2.0482
61166b2cec63d8ea49e36aac_copy1,lottery_5,-22.7945
61166b2cec63d8ea49e36aac_copy1,lottery_6,-87.217
61166b2cec63d8ea49e36aac_copy1,lottery_10,-5.1519
61166b2cec63d8ea49e36aac_copy1,lottery_8,23.4018
61166b2cec63d8ea49e36aac_copy1,lottery_12,-0.1047
61166b2cec63d8ea49e36aac_copy1,lottery_13,-4.0824
5d2db62ac45885001abf9ce3_copy1,lottery_1,-40.7969
5d2db62ac45885001abf9ce3_copy1,lottery_2,-30.2617
5d2db62ac45885001abf9ce3_copy1,lottery_5,-336.1144
5d2db62ac45885001abf9ce3_copy1,lottery_12,-23.9423
5d2db62ac45885001abf9ce3_copy1,lottery_3,-16.9903
5d2db62ac45885001abf9ce3_copy1,lottery_13,-27.9164
5d2db62ac45885001abf9ce3_copy1,lottery_10,-24.228
5d2db62ac45885001abf9ce3_copy1,lottery_4,-460.6077
5d2db62ac45885001abf9ce3_copy1,lottery_6,-338.806
5d2db62ac45885001abf9ce3_copy1,lottery_9,-188.8457
5d2db62ac45885001abf9ce3_copy1,lottery_7,-873.2164
5d2db62ac45885001abf9ce3_copy1,lottery_8,-1071.3516
5d2db62ac45885001abf9ce3_copy1,lottery_11,-25.0724
5d2db62ac45885001abf9ce3_copy1,lottery_14,-25.5908
5e9ffa9ee172201b04f1a4c6_copy1,lottery_2,-42.875
5e9ffa9ee172201b04f1a4c6_copy1,lottery_9,234.9354
5e9ffa9ee172201b04f1a4c6_copy1,lottery_3,4.0064
5e9ffa9ee172201b04f1a4c6_copy1,lottery_7,129.3037
5e9ffa9ee172201b04f1a4c6_copy1,lottery_8,5.4938
5e9ffa9ee172201b04f1a4c6_copy1,lottery_14,19.1661
5e9ffa9ee172201b04f1a4c6_copy1,lottery_4,101.7615
5e9ffa9ee172201b04f1a4c6_copy1,lottery_10,17.03
5e9ffa9ee172201b04f1a4c6_copy1,lottery_13,5.3563
5e9ffa9ee172201b04f1a4c6_copy1,lottery_12,9.023
5e9ffa9ee172201b04f1a4c6_copy1,lottery_1,7.5584
5e9ffa9ee172201b04f1a4c6_copy1,lottery_5,14.1037
5e9ffa9ee172201b04f1a4c6_copy1,lottery_6,97.2836
5e9ffa9ee172201b04f1a4c6_copy1,lottery_11,7.5638
696c14c4c7de2d012b0911cb_copy1,lottery_1,-4.4444
696c14c4c7de2d012b0911cb_copy1,lottery_6,-31.5385
696c14c4c7de2d012b0911cb_copy1,lottery_11,21.9036
696c14c4c7de2d012b0911cb_copy1,lottery_2,4.081
696c14c4c7de2d012b0911cb_copy1,lottery_3,6.9102
696c14c4c7de2d012b0911cb_copy1,lottery_4,27.4432
696c14c4c7de2d012b0911cb_copy1,lottery_9,-14.7011
696c14c4c7de2d012b0911cb_copy1,lottery_5,5.7794
696c14c4c7de2d012b0911cb_copy1,lottery_12,4.0953
696c14c4c7de2d012b0911cb_copy1,lottery_8,-18.2104
696c14c4c7de2d012b0911cb_copy1,lottery_13,13.6922
696c14c4c7de2d012b0911cb_copy1,lottery_7,-40.439
696c14c4c7de2d012b0911cb_copy1,lottery_14,1.596
696c14c4c7de2d012b0911cb_copy1,lottery_10,0.5037
6151e69a392433707e7a9dfb_copy1,lottery_2,37.6972
6151e69a392433707e7a9dfb_copy1,lottery_1,38.3148
6151e69a392433707e7a9dfb_copy1,lottery_8,-28.1499
6151e69a392433707e7a9dfb_copy1,lottery_11,28.0285
6151e69a392433707e7a9dfb_copy1,lottery_14,8.1971
6151e69a392433707e7a9dfb_copy1,lottery_9,45.4998
6151e69a392433707e7a9dfb_copy1,lottery_6,25.6592
6151e69a392433707e7a9dfb_copy1,lottery_4,-0.4864
6151e69a392433707e7a9dfb_copy1,lottery_10,9.3952
6151e69a392433707e7a9dfb_copy1,lottery_3,-47.2296
6151e69a392433707e7a9dfb_copy1,lottery_12,29.6973
6151e69a392433707e7a9dfb_copy1,lottery_13,-4.777
6151e69a392433707e7a9dfb_copy1,lottery_5,219.4541
6151e69a392433707e7a9dfb_copy1,lottery_7,-58.8984
58954e2dc88c680001dd4b7e_copy1,lottery_3,2.1513
58954e2dc88c680001dd4b7e_copy1,lottery_8,17.7698
58954e2dc88c680001dd4b7e_copy1,lottery_13,16.513
58954e2dc88c680001dd4b7e_copy1,lottery_12,5.813
58954e2dc88c680001dd4b7e_copy1,lottery_1,12.5381
58954e2dc88c680001dd4b7e_copy1,lottery_6,37.453
58954e2dc88c680001dd4b7e_copy1,lottery_11,1.8714
58954e2dc88c680001dd4b7e_copy1,lottery_14,6.4885
58954e2dc88c680001dd4b7e_copy1,lottery_4,62.3692
58954e2dc88c680001dd4b7e_copy1,lottery_2,17.9219
58954e2dc88c680001dd4b7e_copy1,lottery_5,135.9823
58954e2dc88c680001dd4b7e_copy1,lottery_9,-80.5629
58954e2dc88c680001dd4b7e_copy1,lottery_7,115.915
58954e2dc88c680001dd4b7e_copy1,lottery_10,11.1205
6352fb64b16cb5ae7fa86ae7_copy1,lottery_2,-10.8894
6352fb64b16cb5ae7fa86ae7_copy1,lottery_12,-19.1874
6352fb64b16cb5ae7fa86ae7_copy1,lottery_8,-611.0208
6352fb64b16cb5ae7fa86ae7_copy1,lottery_10,-13.882
6352fb64b16cb5ae7fa86ae7_copy1,lottery_6,-192.1009
6352fb64b16cb5ae7fa86ae7_copy1,lottery_3,-14.4371
6352fb64b16cb5ae7fa86ae7_copy1,lottery_9,-390.6383
6352fb64b16cb5ae7fa86ae7_copy1,lottery_4,-108.4732
6352fb64b16cb5ae7fa86ae7_copy1,lottery_13,-26.6713
6352fb64b16cb5ae7fa86ae7_copy1,lottery_5,25.9699
6352fb64b16cb5ae7fa86ae7_copy1,lottery_1,-9.906
6352fb64b16cb5ae7fa86ae7_copy1,lottery_11,-12.9011
6352fb64b16cb5ae7fa86ae7_copy1,lottery_14,-12.9206
6352fb64b16cb5ae7fa86ae7_copy1,lottery_7,111.6458
60b610d8c3c4f177c8337729_copy1,lottery_1,-1.5491
60b610d8c3c4f177c8337729_copy1,lottery_12,-18.5313
60b610d8c3c4f177c8337729_copy1,lottery_6,77.6559
60b610d8c3c4f177c8337729_copy1,lottery_14,-12.8072
60b610d8c3c4f177c8337729_copy1,lottery_5,85.0193
60b610d8c3c4f177c8337729_copy1,lottery_3,-18.4649
60b610d8c3c4f177c8337729_copy1,lottery_2,-28.9802
60b610d8c3c4f177c8337729_copy1,lottery_10,0.92
60b610d8c3c4f177c8337729_copy1,lottery_11,-19.3534
60b610d8c3c4f177c8337729_copy1,lottery_9,-402.0754
