session_code,participant_code,participant_label,participant_id_in_session,round_number,lottery_id,lottery_stake,lottery_name,selected_lottery_name,selected_round,selected_option,selected_choice,selected_amount,cutoff_index,cutoff_amount,fine_cutoff_index,fine_cutoff_amount,fine_selected_choice,fine_selected_amount,num_failed_attempts,failed_too_many_1,failed_too_many_2,failed_too_many_3,quiz1,quiz2,quiz3,quiz4,quiz5,quiz6,quiz7,quiz8,participant_time_started_utc,session2_start,session2_start_readable,session3_start,session3_start_readable,realized_period1_label,realized_period1_probability,realized_period1_abs_prob,realized_period2_label,realized_period2_probability,realized_period2_abs_prob,realized_period3_label,realized_period3_probability,realized_period3_abs_prob,final_outcome_label,final_payoff,chf_1,chf_2,chf_3,chf_4,chf_5,chf_6,chf_7,chf_8,chf_9,chf_10,chf_11,chf_12,chf_13,chf_14,chf_15,chf_16,chf_17,chf_18,chf_19,chf_20
yedk7nh8,6i4aahwl,5e4feb8037713502e9ed364b,1,11,lottery_4,hi,Pineapple,Apple,1,Safe option,12,-2,11,-64,4,-23,5,-12,0,0,0,0,,,,,,,,,2026-02-14 09:52:09.001436,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£26,0.5,0.5,-£29,1,0.5,-£43,0.5,0.25,-£43,-3,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,6i4aahwl,5e4feb8037713502e9ed364b,1,12,lottery_12,lo,Raspberry,Apple,1,Safe option,9,-13,8,-18,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:09.001436,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£26,0.5,0.5,-£29,1,0.5,-£43,0.5,0.25,-£43,-3,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,6i4aahwl,5e4feb8037713502e9ed364b,1,13,lottery_14,lo,Papaya,Apple,1,Safe option,8,-8,7,-13,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:09.001436,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£26,0.5,0.5,-£29,1,0.5,-£43,0.5,0.25,-£43,-3,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,6i4aahwl,5e4feb8037713502e9ed364b,1,14,lottery_2,lo,Banana,Apple,1,Safe option,7,-12,6,-17,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:09.001436,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£26,0.5,0.5,-£29,1,0.5,-£43,0.5,0.25,-£43,-3,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,6i4aahwl,5e4feb8037713502e9ed364b,1,15,lottery_1,lo,Apple,Apple,1,Safe option,15,-12,14,-16,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:09.001436,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£26,0.5,0.5,-£29,1,0.5,-£43,0.5,0.25,-£43,-3,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,6i4aahwl,5e4feb8037713502e9ed364b,1,16,lottery_1,lo,Apple,Apple,1,Safe option,12,4,11,0,,,,,0,0,0,0,,,,,,A bit complicated,I paid attention throughout the entire study.,"Bachelor's degree or equivalent (e.g., BA, BSc, HND, HNC, foundation degree)",2026-02-14 09:52:09.001436,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£26,0.5,0.5,-£29,1,0.5,-£43,0.5,0.25,-£43,-3,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,1,lottery_3,lo,Orange,Plum,4,Safe option,10,-2,9,-7,,,,,0,0,0,0,Yes,No,Yes,Yes,No,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,2,lottery_2,lo,Banana,Plum,4,Safe option,8,-6,7,-12,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,3,lottery_7,hi,Dragonfruit,Plum,4,Safe option,16,519,15,422,0,422,1,438,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,4,lottery_8,hi,Plum,Plum,4,Safe option,8,-552,7,-661,4,-588,5,-570,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,5,lottery_11,lo,Avocado,Plum,4,Safe option,7,-10,6,-14,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,6,lottery_9,hi,Durian,Plum,4,Safe option,3,-415,2,-487,0,-487,1,-475,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,7,lottery_4,hi,Pineapple,Plum,4,Safe option,8,-250,7,-312,2,-291,3,-281,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,8,lottery_6,hi,Coconut,Plum,4,Safe option,19,279,18,223,4,260,5,270,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,9,lottery_12,lo,Raspberry,Plum,4,Safe option,8,-18,7,-22,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,10,lottery_5,hi,Melon,Plum,4,Safe option,12,-72,11,-131,0,-131,1,-121,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,11,lottery_1,lo,Apple,Plum,4,Safe option,7,-18,6,-22,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,12,lottery_14,lo,Papaya,Plum,4,Safe option,4,-26,3,-30,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,13,lottery_13,lo,Fig,Plum,4,Safe option,2,-35,1,-40,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,14,lottery_10,lo,Pomegranate,Plum,4,Safe option,17,31,16,27,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,15,lottery_8,hi,Plum,Plum,4,Safe option,18,354,17,254,2,287,3,304,0,0,0,0,,,,,,,,,2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option
yedk7nh8,jk4jxbw7,629f6b8c65fcae219e245284,2,16,lottery_8,hi,Plum,Plum,4,Safe option,15,419,14,318,4,385,5,402,0,0,0,0,,,,,,Not complicated at all,I paid attention throughout the entire study.,"GCSEs or equivalent (e.g., IGCSE, BTEC Firsts)",2026-02-14 09:52:14.506697,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£200,0.9,0.9,-£365,1,0.9,-£985,0.4,0.36,-£985,-552,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,1,lottery_2,lo,Banana,Pomegranate,9,Safe option,12,16,11,11,,,,,0,0,0,0,Yes,No,Yes,Yes,No,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,2,lottery_14,lo,Papaya,Pomegranate,9,Safe option,12,9,11,5,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,3,lottery_12,lo,Raspberry,Pomegranate,9,Safe option,13,5,12,0,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,4,lottery_5,hi,Melon,Pomegranate,9,Safe option,14,44,13,-14,2,5,3,15,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,5,lottery_6,hi,Coconut,Pomegranate,9,Safe option,15,56,14,0,1,9,2,19,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,6,lottery_3,lo,Orange,Pomegranate,9,Safe option,11,4,10,-2,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,7,lottery_13,lo,Fig,Pomegranate,9,Safe option,10,1,9,-3,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,8,lottery_9,hi,Durian,Pomegranate,9,Safe option,10,94,9,21,0,21,1,33,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,9,lottery_10,lo,Pomegranate,Pomegranate,9,Safe option,8,-10,7,-15,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,10,lottery_11,lo,Avocado,Pomegranate,9,Safe option,8,-6,7,-10,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,xyh758sk,631610af8e747093cd90e00d,3,11,lottery_1,lo,Apple,Pomegranate,9,Safe option,12,6,11,1,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:52:23.621501,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£11,0.7,0.7,-£2,0.6,0.42,+£3,0.8,0.336,+£3,-10,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
