session_code; participant_code; participant_label       ; participant_id_in_session; round_number; lottery_id   ; lottery_stake; lottery_name ; selected_lottery_name; selected_round; selected_option; selected_choice; selected_amount; cutoff_index; cutoff_amount; fine_cutoff_index; fine_cutoff_amount; fine_selected_choice; fine_selected_amount; num_failed_attempts; failed_too_many_1; failed_too_many_2; failed_too_many_3; quiz1; quiz2; quiz3; quiz4; quiz5; quiz6                 ; quiz6t; quiz7                                               ; quiz8                                                                       ; participant_time_started_utc; session2_start; session2_start_readable  ; session3_start; session3_start_readable  ; realized_period1_label; realized_period1_probability; realized_period1_abs_prob; realized_period2_label; realized_period2_probability; realized_period2_abs_prob; realized_period3_label; realized_period3_probability; realized_period3_abs_prob; final_outcome_label; final_payoff; treatment_group; treatment_die_roll; treatment_tree_version; treatment_offer; treatment_reported_value; treatment_last_stay_value; treatment_first_accept_value; treatment_offer_accepted; chf_1       ; chf_2       ; chf_3       ; chf_4       ; chf_5       ; chf_6       ; chf_7       ; chf_8       ; chf_9       ; chf_10      ; chf_11      ; chf_12      ; chf_13      ; chf_14      ; chf_15      ; chf_16      ; chf_17      ; chf_18      ; chf_19      ; chf_20
i2g9x805    ; 24vadpmm        ; 5f39a2fd2d394917284dd66f;                         1;           11; lottery_8    ; hi           ; Lottery 8    ; Lottery 7            ;             10; Safe option    ;              12; 426            ;           11; 339          ;                 4; 397               ;                    5; 412                 ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:14.335261  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; -£315                 ;                          0.6;                       0.6; -£695                 ;                            1;                       0.6; -£400                 ;                          0.8;                      0.48; -£400              ; -1599       ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; 24vadpmm        ; 5f39a2fd2d394917284dd66f;                         1;           12; lottery_2    ; hi           ; Lottery 2    ; Lottery 7            ;             10; Safe option    ;               9; 1857           ;            8; 1830         ;                 2; 1839              ;                    3; 1844                ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:14.335261  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; -£315                 ;                          0.6;                       0.6; -£695                 ;                            1;                       0.6; -£400                 ;                          0.8;                      0.48; -£400              ; -1599       ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; 24vadpmm        ; 5f39a2fd2d394917284dd66f;                         1;           13; lottery_5    ; lo           ; Lottery 5    ; Lottery 7            ;             10; Safe option    ;              16; -74            ;           15; -76          ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:14.335261  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; -£315                 ;                          0.6;                       0.6; -£695                 ;                            1;                       0.6; -£400                 ;                          0.8;                      0.48; -£400              ; -1599       ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; 24vadpmm        ; 5f39a2fd2d394917284dd66f;                         1;           14; lottery_6    ; lo           ; Lottery 6    ; Lottery 7            ;             10; Safe option    ;              15; 26             ;           14; 19           ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:14.335261  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; -£315                 ;                          0.6;                       0.6; -£695                 ;                            1;                       0.6; -£400                 ;                          0.8;                      0.48; -£400              ; -1599       ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; 24vadpmm        ; 5f39a2fd2d394917284dd66f;                         1;           15; lottery_3    ; lo           ; Lottery 3    ; Lottery 7            ;             10; Safe option    ;               7; 15             ;            6; 14           ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:14.335261  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; -£315                 ;                          0.6;                       0.6; -£695                 ;                            1;                       0.6; -£400                 ;                          0.8;                      0.48; -£400              ; -1599       ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ;             ;             ;             ;             ;             ; 
i2g9x805    ; 24vadpmm        ; 5f39a2fd2d394917284dd66f;                         1;           16; lottery_1    ; lo           ; lottery_1    ; Lottery 7            ;             10; Safe option    ;               5; 15             ;            4; 14           ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:14.335261  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; -£315                 ;                          0.6;                       0.6; -£695                 ;                            1;                       0.6; -£400                 ;                          0.8;                      0.48; -£400              ; -1599       ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ;             ;             ;             ;             ;             ;             ;             ;             ;             ;             ; 
i2g9x805    ; 24vadpmm        ; 5f39a2fd2d394917284dd66f;                         1;           17; lottery_7    ; hi           ; Lottery 7    ; Lottery 7            ;             10; Safe option    ;              17; -1190          ;           16; -1221        ;                 2; -1211             ;                    3; -1206               ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:14.335261  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; -£315                 ;                          0.6;                       0.6; -£695                 ;                            1;                       0.6; -£400                 ;                          0.8;                      0.48; -£400              ; -1599       ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; 24vadpmm        ; 5f39a2fd2d394917284dd66f;                         1;           18; lottery_7    ; hi           ; Lottery 7    ; Lottery 7            ;             10; Safe option    ;              14; -589           ;           13; -621         ;                 3; -605              ;                    4; -600                ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ; Not complicated at all;       ; I paid attention throughout the entire study.       ; Bachelor's degree or equivalent (e.g., BA, BSc, HND, HNC, foundation degree); 2026-04-30 08:30:14.335261  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; -£315                 ;                          0.6;                       0.6; -£695                 ;                            1;                       0.6; -£400                 ;                          0.8;                      0.48; -£400              ; -1599       ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            1; cali_loss_de ; lo           ; cali_loss_de ; Lottery 2            ;             12; Safe option    ;              14; -24            ;           13; -27          ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0; Yes  ; No   ; Yes  ; Yes  ; No   ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            2; cali_mix     ; hi           ; cali_mix     ; Lottery 2            ;             12; Safe option    ;              10; 279            ;            9; 237          ;                 0; 237               ;                    1; 244                 ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            3; cali_loss    ; lo           ; cali_loss    ; Lottery 2            ;             12; Safe option    ;              20; -8             ;           19; -11          ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            4; cali_gain_de ; lo           ; cali_gain_de ; Lottery 2            ;             12; Safe option    ;               7; 21             ;            6; 19           ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            5; cali_gain_st ; lo           ; cali_gain_st ; Lottery 2            ;             12; Safe option    ;               7; 21             ;            6; 19           ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            6; cali_loss_st ; lo           ; cali_loss_st ; Lottery 2            ;             12; Safe option    ;              20; -8             ;           19; -11          ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            7; cali_mix_pres; hi           ; cali_mix_pres; Lottery 2            ;             12; Safe option    ;              12; 363            ;           11; 321          ;                 2; 335               ;                    3; 342                 ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            8; cali_gain    ; lo           ; cali_gain    ; Lottery 2            ;             12; Safe option    ;               8; 22             ;            7; 21           ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;            9; lottery_1    ; lo           ; lottery_1    ; Lottery 2            ;             12; Safe option    ;               9; 19             ;            8; 18           ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ;             ;             ;             ;             ;             ;             ;             ;             ;             ;             ; 
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;           10; lottery_4    ; lo           ; Lottery 4    ; Lottery 2            ;             12; Safe option    ;              14; -45            ;           13; -48          ;                  ;                   ;                     ;                     ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
i2g9x805    ; ktpddedo        ; 665c302327136dcdb0c4a2e0;                         2;           11; lottery_8    ; hi           ; Lottery 8    ; Lottery 2            ;             12; Safe option    ;              11; 339            ;           10; 251          ;                 3; 295               ;                    4; 310                 ;                   0;                 0;                 0;                 0;      ;      ;      ;      ;      ;                       ;       ;                                                     ;                                                                             ; 2026-04-30 08:30:17.497357  ;     1777788000; Sunday, 3 May at 06:00   ;     1778047200; Wednesday, 6 May at 06:00; +£675                 ;                          0.4;                       0.4; +£140                 ;                            1;                       0.4; +£825                 ;                          0.9;                      0.36; +£825              ; 1911        ;               0;                   ;                       ;                ;                         ;                          ;                             ;                         ; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Risky option; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option ; Safe option
